word,length,q,rho_ratio_lower,rho_ratio_upper,delta_lower_nats,delta_upper_nats,states,reachable
547,3,16,660125873204430408496004417405/659464752723810687349216166817,4036760936139806473683712400893/4032718093041866518134424559328,0.001002008536502867,0.001002008536506044,144,61
548,3,9,2224697924846858726879788271795/2222460031017150347898324995442,100088415075434098675496427799/99987732981015064232028843748,0.001006437837746499,0.001006437837749450,81,44
548,3,11,989870233298438321799602574545/988874288586399529105204275801,3989969152317824200784434625141/3985954698155247729211012913376,0.001006643136721729,0.001006643136728476,99,53
548,3,16,4936985321029003489637934842440/4932014376477932307400898915793,296180012236078323496544794169/295881794939038165484922143796,0.001007385778462216,0.001007385778464323,144,61
549,3,9,1376342702842985575928747867/1374972124581337500000000000,1011147900865761235888699481746/1010140987885888880306179844091,0.000996307918933573,0.000996307918938973,81,44
549,3,11,8899909801899613316647156804505/8890955276541956595810224031816,8079030853691426858692834394731/8070902244721775262236772992976,0.001006643136725854,0.001006643136727810,99,53
549,3,16,1319667130562165636045615278625/1318339243959688122974922972996,4415719950693581452609707221843/4411276727681477318143159643472,0.001006735031010674,0.001006735031012835,144,61
550,3,9,990954628755823798313457283915/989968941149138717754269044863,790977138083397325492582533414/790190365067197894136305374599,0.000995179928201938,0.000995179928205730,81,44
550,3,11,8788890858391784713615217444950/8780216157121521144217946388687,395060077929352967126031110362/394670150666053485323493494417,0.000987494921344503,0.000987494921346337,99,53
550,3,16,4399880899625744085584548048655/4395447115146261734376624848424,789569596063806441643219722331/788773942385816473159327950348,0.001008213644246634,0.001008213644248416,144,61
551,3,9,1759901395574327146061741836531/1758131055237327133284916192449,29848145081282828705305024948/29818119890465319713922735051,0.001006437837732607,0.001006437837734438,81,44
551,3,11,736697583041255051415426820/735956364609259197450140313,88978203355470019477433091816/88888679124779731504603890287,0.001006643136726041,0.001006643136729297,99,53
551,3,16,1974507254858952303419214821828/1972519198111059779896045214607,1775115851118475127160962133892/1773328554040974633315574333309,0.001007369441123849,0.001007369441125524,144,61
552,3,9,2933165325876294865636664260150/2930214762336459660834369144609,395487916748711803925156828909/395090082975991287627611485223,0.001006437837732241,0.001006437837734174,81,44
552,3,11,219971038087119060193795195205/219749717165632983282860718966,790101305035523389370418717519/789306355162035572883469845944,0.001006643136724939,0.001006643136727964,99,53
552,3,16,8132106259334558752467626001955/8123989181327276269895312791392,177999079208247286490968576929/177821409073956495723911085644,0.000998650470712380,0.000998650470715946,144,61
553,3,9,1321291254979515389845252268045/1319962126420667156227596131823,871126843603749279908303502822/870250549628554988883803170513,0.001006437837732218,0.001006437837734298,81,44
553,3,11,3256200921913919716914520898675/3252924738854665809408236335284,1580202834585365730795347039648/1578612934612663886552781919107,0.001006643136621122,0.001006643136622889,99,53
553,3,16,1645704895894756872822861373480/1644055665118857935788780337571,266494747535439699911327919049/266227681829827346458042781114,0.001002644954534119,0.001002644954536342,144,61
554,3,9,263520632128949903411023291081/263255251427424160446816770130,1581951428097709359118332492588/1580358310411335565813645683407,0.001007565958354317,0.001007565958356266,81,44
554,3,11,4346285674004444110841423233765/4341912716728887630143941664676,1775990225356423291960649212056/1774203336513898584546787325377,0.001006643137774448,0.001006643137776258,99,53
554,3,16,8131948886523638650374648865345/8123767478569058418069568670781,1777718221359691596820403597765/1775929690934794781531630977466,0.001006588508513391,0.001006588508514701,144,61
555,3,9,495436426412843919801763425871/494987836093693280174186234304,14061034371000769858099469349/14048302881025850000000000000,0.000905854928655437,0.000905854928656860,81,44
555,3,11,146796436131214596218992600019/146663605423384392496762817824,17324555574584206110660555769/17308879220031812500000000000,0.000905272937316965,0.000905272937318935,99,53
555,3,16,989286052275437538349575265699/988388769565520944930041263328,20836551905163909736157064963/20817653147099125000000000000,0.000907411836946588,0.000907411836948349,144,61
556,3,9,593253529859290432254790943764/592656757417028342516888577843,782050174574725304285143156075/781263485631190468790442682112,0.001006437837732423,0.001006437837734289,81,44
556,3,11,1629941365277534414650547081555/1628301421544738972216704155072,848558847640030281070532810835/847705081490067521605461839572,0.001006643137774638,0.001006643137776560,99,53
556,3,16,4936985321029003489637934842440/4932014376477932307400898915793,837627741465380652651408612233/836784352071546485018385121266,0.001007385778462216,0.001007385778464018,144,61
557,3,9,2972908125784568121064767114335/2969917550069149501557604509519,527323881957789961125927187844/526793424261546925811142610135,0.001006449164413177,0.001006449164414864,81,44
557,3,11,4394888922267636149875290923695/4390467063487658260414640362197,355914427432190277739429356604/355556328885514240922034525779,0.001006643136726133,0.001006643136729219,99,53
557,3,16,8801358254687783018919570235340/8792502077672121843749008124451,356026854282255827989581597237/355668609934892406266743744208,0.001006735031010968,0.001006735031014043,144,61
558,3,9,396390713804185280586262091137/395991971879425200000000000000,1581969447967955035883951793641/1580378094990631057495914744587,0.001006437837731864,0.001006437837734232,81,44
558,3,11,1579818313586249798504731443226/1578228800494051671115714305957,1072026547813225627108665511/1070947942622815782521372575,0.001006643136726091,0.001006643136729385,99,53
558,3,16,4887343762772752033874638112965/4882415652661840317228360417327,5959008570281404923127537504/5952999856384511643349187179,0.001008849925434811,0.001008849925436667,144,61
559,3,9,198193132027611523491508408171/197993763303303072021955230726,580751229069166186605535668548/580167033085703385247844013211,0.001006437837731078,0.001006437837734196,81,44
559,3,11,9878935295022894268315681154900/9869086623966988019932306647657,395547114069927228259545114558/395152778719278947969070528845,0.000997433759474543,0.000997433759476282,99,53
559,3,16,4887471725822844824190568253560/4882584725227522514804749690293,1777719842461617016156381782628/1775942293983424968962867868659,0.001000403841551181,0.001000403841553124,144,61
560,3,9,110095082502092829611284592545/109985448523229844983900624349,2022069020207178834679936120265/2020055420079144224898194121624,0.000996307918933514,0.000996307918939384,81,44
560,3,11,8899909801899613316647156804505/8890955276541956595810224031816,8079030853691426858692834394731/8070902244721775262236772992976,0.001006643136725854,0.001006643136727810,99,53
560,3,16,181339571737785343426904153215/181158570239876704963333460727,8886860928337881550694132971849/8877990635305181319954562699680,0.000998634155548719,0.000998634155550963,144,60
561,3,9,99095462875599192626714166551/98996894114916742717223030319,8899621443326253232875931946551/8890769124251708559077723358384,0.000995179928342600,0.000995179928345865,81,44
561,3,11,2963357348824380478951816178540/2960405801101525991742200451681,4040074995314450319056197971589/4036051020899978201758883836104,0.000996511134021435,0.000996511134023569,99,53
561,3,16,263655294178081265370270352100/263389401038311293025424048913,3965265676254380351957161315277/3961266754313630637965186351028,0.001008996636306330,0.001008996636308409,144,60
562,3,9,330323122755614234621858748380/329990840305054012063668026871,2022270821709541696676746791137/2020236555689256975545868419448,0.001006437837745904,0.001006437837748907,81,44
562,3,11,987663794494465571826742109045/986670069761350366375756565043,1799602009972635144452599167923/1797791364450293952367762403184,0.001006643136726075,0.001006643136729608,99,53
562,3,16,132014475927438972810185675224/131881658530460271049089216117,8988676899212514430635455164385/8979633552566993079263218548336,0.001006588508512861,0.001006588508515114,144,60
563,3,9,8898913968354987272422086452180/8889962270042063920395732289209,200177391935226433070187543689/199976027181274638597366383256,0.001006437837732765,0.001006437837735028,81,44
563,3,11,1629941552697943317083474768000/1628301608778286473608927414241,197550637091820896220426239177/197351874157292662646563511344,0.001006643136724992,0.001006643136727111,99,53
563,3,16,4441575483745537930623745545505/4437096209189037516687052570821,4487759227432850845528064333321/4483233377135644082787214849980,0.001008996636306395,0.001008996636308209,144,60
564,3,9,9889768358988713456177962018505/9879808783361437386966988414827,4044541078636692710798843913565/4040467989026480966458866293604,0.001007565958354452,0.001007565958356728,81,44
564,3,11,439943448076978044943860634810/439500804853223198116253954223,1010016308492899223228395472848/1009000094075360505300601686681,0.001006643137774033,0.001006643137776861,99,53
564,3,16,1097108961760492924479068740610/1096005001634587108572385423563,299897007248971674729204283993/299595237461811447018968809434,0.001006751347695481,0.001006751347697582,144,60
565,3,9,278451263545110562500000000000/278173966721971684528589922797,14463732168726811477210672497/14449328402228984337797177915,0.000996350258666943,0.000996350258669220,81,44
565,3,11,278146761718865343750000000000/277869963533043854361117069343,2469469903540189570702245548572/2467012406695652487056686469055,0.000995647059221899,0.000995647059224271,99,53
565,3,16,4455340893474741000000000000000/4450902727746436634505664991897,988955397937325005165849658816/987970254923827674614651466309,0.000996641521257396,0.000996641521259340,144,60
566,3,9,4449401473937725656532101474625/4444925680620766374699934366533,8089073163388109551794405375737/8080936109490582331617229932024,0.001006437837732558,0.001006437837734816,81,44
566,3,11,2969608450075219591163134416925/2966620618203029118664285700574,2222444920316283958320197502143/2220208837048485917355635006040,0.001006643136620782,0.001006643136623220,99,53
566,3,16,9790597760674706556680164568875/9780787603699330025082351650409,4037540621238914718239059967789/4033495014601087088721889463196,0.001002500090242966,0.001002500090244813,144,60
